customer_id,age,gender,city,county,signup_date,last_purchase_date,tenure_months,monthly_charges,total_charges,plan_type,payment_method,contract,num_support_tickets,has_internet,data_usage_gb,is_senior_citizen,dependents,device_model,referrer,feedback_text,churn
CUST000302,29.0,Other,Machakos,Unknown,7/22/2023,29/07/2023,25.0,Unknown,97604.5,Premium,Cash,Two year,2.0,TRUE,54.77,1,no,Oppo S69,Unknown,Please call me back.,No
CUST000303,26.0,Female,Naivasha,Nakuru,2/22/2025,9/20/2025,6.0,1102.81,6703.45,Standard,Mpesa,Month-to-month,3.0,1,21.16,Yes,No,Huawei Note11,Billboard,Fiber upgrade requested.,No
CUST000304,40.0,female,Eldoret,Mombasa,1/2/2019,3/7/2019,81.0,KES 796.97,64550.18,Basic,M-Pesa,One year,1.0,N,0.0,Yes,Unknown,Huawei A59,Twitter/X,Unknown,No
CUST000305,59.0,Female,Meru,Machakos,29/05/2022,7/27/2023,39.0,691.53,27138.34,Basic,Credit card,Unknown,0.0,Yes,31.81,No,no,Oppo Y82,Twitter/X,Please call me back.,No
CUST000306,34.0,Female,Naivasha,Uasin Gishu,21/03/2022,9/21/2022,42.0,566.69,24128.08,Basic,Bank transfer,Month-to-month,1.0,N,0.0,1,no,Nokia C10,Radio,Sawa kabisa!,No
CUST000307,34.0,Male,Nrb,Nakuru,10-May-21,27-Feb-22,52.0,"KES 1,170.43",60707.54,Standard,M-Pesa,Month-to-month,2.0,0,0.0,No,No,Xiaomi A49,Unknown,Switching from competitor soon.,No
CUST000308,27.0,M,Nyeri,Nairobi,27-Oct-23,4/10/2024,22.0,2092.56,46434.24,Premium,Credit card,Month-to-month,6.0,FALSE,0.0,0,yes,Nokia P27,X,Too expensive for the value.,Yes
CUST000309,47.0,female,Nrb,Unknown,3-Jul-25,4/8/2026,2.0,"KES 3,459.37",6757.98,Premium,Credit card,Two year,1.0,TRUE,154.67,1,Yes,Vivo Y29,Google,Switching from competitor soon.,Yes
CUST000310,41.0,F,Unknown,Machakos,8/12/2022,21/09/2022,37.0,1204.45,44297.82,Standard,Bank transfer,One year,2.0,No,0.0,0,Yes,Xiaomi A30,Friend,Overcharged? Not sure.,No
CUST000311,25.0,Other,Nairobi,Kiambu,19-Mar-24,2/18/2024,17.0,KES 885.63, ,basic,M-Pesa,Month-to-month,0.0,Yes,13.29,No,No,Vivo Note35,Billboard,App keeps logging me out.,No
CUST000312,36.0,Female,Naivasha,Nyeri,12/15/2023,18/07/2024,24.0,1630.75,Unknown,Standard,M-Pesa,Month-to-month,2.0,Yes,44.54,1,no,Realme Y41,Unknown,App keeps logging me out.,No
CUST000313,35.0,male,Nyeri,Kisumu,17/12/2023,26/01/2024,20.0,712.22,14242.73,Basic,M-Pesa,One year,1.0,TRUE,89.28,No,No,Infinix Note76,Radio,Unknown,No
CUST000314,19.0,female,Nrb,Meru,5/25/2021,16-Oct-21,52.0,519.97,Unknown,Basic,Bank transfer,Unknown,3.0,FALSE,26.35,1,Unknown,Tecno S84,X,Great service!,No
CUST000315,43.0,M,Nairobi ,Nakuru,24-Sep-24,7/2/2025,11.0,1440.36,15939.61,Standard,Mpesa,Month-to-month,3.0,TRUE,5.62,1,yes,Tecno Note5,Google,Unknown,No
CUST000316,22.0,female,Eldoret,Meru,4/22/2024,22/10/2024,16.0,1521.83,24370.79,Standard,M-Pesa,Month-to-month,2.0,No,26.35,Yes,Yes,Realme S34,Billboard,Too expensive for the value.,No
CUST000317,30.0,Other,Nakuru,Unknown,11/26/2020,7/4/2021,58.0,732.19,42340.23,Basic,Bank transfer,Month-to-month,1.0,N,26.35,0,No,Oppo Y82,Unknown,App keeps logging me out.,No
CUST000318,41.0,Other,Nakuru,Unknown,14/12/2019,18/12/2019,69.0,937.83,64481.68,Basic,Credit card,Month-to-month,2.0,FALSE,0.0,1,yes,Realme S32,Twitter/X,Support was helpful via M-Pesa reversal.,No
CUST000319,40.0,Other,Eldoret,Meru,3/8/2022,8/6/2022,42.0,567.15,23659.43,Basic,Credit card,Month-to-month,6.0,No,0.0,Yes,No,Tecno S30,Unknown,Network drops sometimes in the evening.,No
CUST000320,37.0,Other,Nakuru,Nakuru,12-Oct-24,25/01/2025,12.0,676.58,8154.9,Basic,Bank transfer,Unknown,2.0,1,62.66,No,yes,Realme Y41,Unknown,Sawa kabisa!,No
CUST000321,38.0,M,Mombasa,Machakos,10/4/2022,1/27/2024,35.0,1996.08,69631.79,Standard,Unknown,One year,3.0,FALSE,0.0,No,Yes,Nokia C35,TV,Too expensive for the value.,No
CUST000322,26.0,Male,Nakuru,Mombasa,1/18/2020,4/6/2021,68.0,931.21,63127.1,Basic,MPesa,Two year,1.0,No,0.0,Yes,yes,Xiaomi P59,Friend,Overcharged? Not sure.,No
CUST000323,25.0,Other,Machakos,Kisumu,8/20/2021,24/10/2021,49.0,3430.97,Unknown,Premium,Credit card,Unknown,2.0,No,26.35,0,Yes,Infinix Note76,Twitter/X,Switching from competitor soon.,No
CUST000324,37.0,M,Thika,Mombasa,25-Jun-22,1/22/2023,38.0,709.38,27161.05,Basic,M-Pesa,One year,2.0,1,53.57,0,Yes,Samsung A76,Google,App keeps logging me out.,No
CUST000325,24.0,F,Kisumu,Machakos,9/7/2021,8-Dec-21,50.0,783.02,39089.36,Basic,M-Pesa,Month-to-month,2.0,Yes,71.1,Yes,no,Unknown,Twitter/X,Sawa kabisa!,No
CUST000326,23.0,Female,Eldoret,Meru,3/26/2021,6-Aug-21,54.0,510.1,27510.84,Basic,M-Pesa,Month-to-month,1.0,0,0.0,No,yes,Huawei Y38,Unknown,"Stable internet, happy so far.",Yes
CUST000327,21.0,male,Thika,Nairobi,8/26/2020,12/1/2021,61.0,550.07,33960.5,Basic,MPesa,Month-to-month,2.0,FALSE,26.35,Yes,no,Unknown,X,Customer care took long to respond.,Yes
CUST000328,55.0,Female,Unknown,Kiambu,4/11/2019,28/07/2019,77.0,929.01,71345.12,Basic,Mpesa,One year,5.0,TRUE,32.24,0,yes,Vivo A41,X,Great service!,No
CUST000329,21.0,male,Meru,Kisumu,7/9/2019,12/30/2019,74.0,"KES 1,175.86",87090.65,Standard,MPesa,Month-to-month,0.0,N,26.35,0,Yes,Tecno Note5,Friend,Switching from competitor soon.,No
CUST000330,2.0,male,Nakuru,Kisumu,9/29/2021,24-Oct-21,47.0,809.83,37872.61,Basic,MPesa,Month-to-month,0.0,No,26.35,0,yes,Huawei P74,Friend,Great service!,No
CUST000331,14.0,Female,Naivasha,Meru,4/30/2024,7/12/2024,16.0,1916.68,30451.09,Standard,Cash,One year,2.0,Y,45.63,Yes,Yes,Tecno S84,Radio,Support was helpful via M-Pesa reversal.,No
CUST000332,47.0,Male,Thika,Nakuru,10/26/2019,13-Apr-21,70.0,1485.11,103553.55,Standard,Mpesa,Month-to-month,2.0,Yes,77.8,0,no,Vivo A30,Unknown,Customer care took long to respond.,No
CUST000333,35.0,female,Nyeri,Kiambu,9/2/2024,28/03/2024,19.0,1147.56,21567.37,Standard,Cash,One year,2.0,FALSE,26.35,0,Yes,Xiaomi A30,Facebook,Fiber upgrade requested.,No
CUST000334,54.0,M,Naivasha,Machakos,8/25/2023,21/10/2023,24.0,674.94,"16,047.87",Basic,Unknown,Unknown,3.0,Y,47.54,No,Unknown,Apple S44,Friend,Overcharged? Not sure.,No
CUST000335,55.0,male,Niarobi,Nakuru,6/15/2025,27/11/2027,2.0,2732.39,Unknown,Premium,MPesa,One year,2.0,N,0.0,Yes,Yes,Infinix S90,Facebook,Unknown,Yes
CUST000336,40.0,male,Thika,Machakos,3/7/2021,19/04/2021,54.0,2957.4,Unknown,Premium,Cash,Two year,0.0,0,0.0,Yes,Yes,Huawei A59,Facebook,Great service!,No
CUST000337,56.0,Other,Thika,Mombasa,22-Apr-23,24-May-23,28.0,KES 745.57,21150.92,Basic,Unknown,One year,3.0,N,26.35,No,No,Nokia C88,Radio,Switching from competitor soon.,Yes
CUST000338,21.0,M,Thika,Uasin Gishu,17/07/2024,14/08/2025,13.0,564.76,7359.42,Unknown,Credit card,One year,4.0,No,0.0,0,No,Vivo A30,TV,Unknown,No
CUST000339,40.0,male,Meru,Kisumu,25/06/2023,17-Jul-23,26.0,1415.75,"36,768.36",Standard,Credit card,One year,2.0,Yes,66.24,1,no,Nokia C88,Twitter/X,Too expensive for the value.,Yes
CUST000340,34.0,M,Thika,Nairobi,26/09/2021,12/28/2021,47.0,774.78,36241.53,Unknown,Mpesa,Month-to-month,1.0,1,53.11,1,No,Tecno S84,Radio,Sawa kabisa!,Yes
CUST000341,23.0,Unknown,Nairobi ,Meru,8/27/2020,12/7/2020,61.0,2726.26,166439.85,Premium,Credit card,Month-to-month,4.0,FALSE,0.0,No,no,Huawei A59,X,Unknown,No
CUST000342,22.0,F,Nakuru,Uasin Gishu,1/23/2019,3/21/2019,80.0,3255.57,260321.34,Premium,M-Pesa,Month-to-month,3.0,No,26.35,Yes,Yes,Huawei C80,X,Unknown,No
CUST000343,48.0,female,Nyeri,Nakuru,12/3/2020,26-Nov-20,66.0,536.48,35326.58,Basic,M-Pesa,One year,5.0,TRUE,135.63,1,yes,Apple P45,Unknown,Unknown,No
CUST000344,51.0,female,Nairobi,Kiambu,8-Oct-23,5-Oct-23,23.0,1687.61,38821.11,Standard,Cash,Two year,1.0,N,0.0,No,Yes,Apple P20,Friend,Too expensive for the value.,No
CUST000345,30.0,Unknown,Niarobi,Kiambu,6/15/2021,6/20/2021,51.0,1329.39,Unknown,Standard,Mpesa,Unknown,1.0,1,49.25,Yes,no,Infinix Note44,Facebook,Network drops sometimes in the evening.??,No
CUST000346,29.0,Female,Nairobi ,Nyeri,10/22/2024,8/31/2025,39.0,701.35,Unknown,Basic,Credit card,Month-to-month,3.0,TRUE,94.1,Yes,Yes,Infinix S90,Unknown,Customer care took long to respond.,No
CUST000347,34.0,Other,Unknown,Uasin Gishu,17/03/2024,2-Apr-24,18.0,101407.13,1825548.8,Standard,Bank transfer,Month-to-month,1.0,0,26.35,0,No,Huawei Y38,Facebook,Network drops sometimes in the evening.,Yes
CUST000348,45.0,Female,Kisumu,Mombasa,25/07/2019,26-Jul-20,74.0,967.42,71631.69,Basic,M-Pesa,One year,3.0,1,38.02,0,Yes,Realme Note51,Facebook,App keeps logging me out.,No
CUST000349,36.0,Male,Naivasha,Kisumu,2021/13/40,3/1/2025,5.0,912.71,4690.11,Basic,Unknown,Month-to-month,3.0,No,0.0,Yes,yes,Unknown,Unknown,Unknown,No
CUST000350,28.0,Unknown,Kisumu,Nyeri,10/17/2021,3/19/2022,47.0,2026.23,95528.96,Premium,Mpesa,Month-to-month,1.0,0,0.0,Yes,no,Samsung C70,Radio,Unknown,Yes
CUST000351,21.0,Female,Thika,Nyeri,12/5/2020,8/17/2021,64.0,844.64,53691.65,Basic,MPesa,1-yr,4.0,N,0.0,1,No,Vivo A41,Facebook,"Stable internet, happy so far. (pls)",No
CUST000352,25.0,Other,Niarobi,Uasin Gishu,6/30/2020,7/24/2021,63.0,507.16,31620.17,basic,M-Pesa,Month-to-month,2.0,1,26.15,No,no,Huawei Note11,Radio,Switching from competitor soon.,No
CUST000353,50.0,M,Mombasa,Nakuru,3/18/2024,2021/13/40,17.0,32764.86,Unknown,Basic,Bank transfer,Month-to-month,5.0,N,0.0,0,No,Unknown,Friend,Sawa kabisa!,No
CUST000354,145.0,Male,Thika,Nakuru,15/12/2024,11/7/2025,8.0,68458.77,547637.96,Standard,Unknown,One year,1.0,0,0.0,No,Yes,Infinix P1,TV,Network drops sometimes in the evening.,Yes
CUST000355,46.0,Male,Machakos,Nairobi,8/4/2025,8/14/2026,4.0,1475.19,5623.95,Standard,MPesa,Month-to-month,1.0,FALSE,26.35,Yes,yes,Apple A12,Google,Fiber upgrade requested.,No
CUST000356,61.0,Male,Kisumu,Nakuru,7/23/2022,12/17/2022,37.0,862.75,"32,137.36",Basic,M-Pesa,One year,1.0,1,59.99,1,Unknown,Realme C59,Unknown,Too expensive for the value.,No
CUST000357,41.0,male,Nrb,Machakos,18-Dec-23,2/23/2024,39.0,689.87,Unknown,Basic,Mpesa,Two year,3.0,0,0.0,0,no,Huawei P74,Radio,Overcharged? Not sure.,No
CUST000358,36.0,female,Nairobi ,Kisumu,8/29/2024,28/10/2024,12.0,554.24,6589.41,Basic,Bank transfer,Month-to-month,2.0,Yes,25.52,No,No,Tecno S30,X,Network drops sometimes in the evening.,No
CUST000359,33.0,female,Unknown,Meru,14/10/2023,1/22/2025,23.0,Unknown,Unknown,basic,Cash,Month-to-month,3.0,0,26.35,0,yes,Xiaomi A85,Twitter/X,Support was helpful via M-Pesa reversal.,Yes
CUST000360,18.0,female,Machakos,Nairobi,22-Feb-25,4/4/2025,6.0,711.56,4243.02,Basic,Mpesa,Month-to-month,1.0,1,56.9,0,No,Samsung S14,X,Please call me back.,No
CUST000361,41.0,F,Meru,Machakos,1/1/2024,6/17/2024,20.0,859.18,17314.71,Basic,Mpesa,Month-to-month,2.0,Yes,69.61,No,Yes,Infinix C70,Google,Please call me back.,No
CUST000362,35.0,Female,Nairobi,Unknown,10/13/2020,11/14/2020,59.0,2531.76,149599.83,Premium,MPesa,Month-to-month,2.0,0,0.0,No,Unknown,Huawei C80,Radio,App keeps logging me out.,Yes
CUST000363,30.0,F,Nakuru,Mombasa,4/28/2024,21-May-24,16.0,1478.02,23490.33,Standard,MPesa,Month-to-month,1.0,Yes,94.08,1,yes,Xiaomi P59,Friend,Unknown,Yes
CUST000364,-5.0,Male,Nairobi,Unknown,18/01/2024,12/14/2025,19.0,768.45,14606.01,Basic,Credit card,Month-to-month,3.0,Yes,80.39,0,no,Samsung S29,Unknown,Please call me back....,No
CUST000365,30.0,F,Nrb,Uasin Gishu,10/9/2021,22-Dec-21,47.0,508.56,23793.54,Basic,Cash,One year,2.0,1,84.78,0,yes,Huawei P74,Facebook,Too expensive for the value.,No
CUST000366,40.0,male,Nrb,Mombasa,9/2/2022,3/26/2023,43.0,2571.09,Unknown,Premium,M-Pesa,One year,1.0,FALSE,26.35,No,yes,Vivo A41,Facebook,App keeps logging me out.,No
CUST000367,38.0,Male,Nyeri,Meru,11/5/2024,18/11/2024,10.0,973.98,9562.01,Basic,MPesa,Month-to-month,4.0,1,66.62,1,no,Huawei P74,Unknown,Please call me back.,No
CUST000368,32.0,M,Nairobi ,Nyeri,6/7/2024,9/17/2025,15.0,551.95,8169.87,Basic,M-Pesa,One year,2.0,0,26.35,Yes,No,Xiaomi S9,X,Unknown,No
CUST000369,38.0,Male,Niarobi,Nairobi,9/6/2021,25/09/2022,48.0,1880.53, ,Standard,M-Pesa,Unknown,1.0,FALSE,0.0,1,Unknown,Tecno S30,Unknown,Unknown,Yes
CUST000370,23.0,Female,Nyeri,Kiambu,1/29/2022,26/04/2022,43.0,1676.58,Unknown,Standard,Bank transfer,Month-to-month,2.0,Yes,61.25,1,Unknown,Unknown,Friend,Overcharged? Not sure.,No
CUST000371,35.0,M,Nairobi ,Nyeri,12/7/2023,2021/13/40,21.0,885.08,18633.63,Basic,Bank transfer,One year,6.0,Y,6.97,No,yes,Tecno A72,Unknown,App keeps logging me out.,No
CUST000372,42.0,Female,Nrb,Machakos,14/11/2019,6/3/2020,70.0,"KES 1,212.93",84939.18,Standard,Mpesa,One year,1.0,N,0.0,No,No,Infinix S90,Facebook,Please call me back.,No
CUST000373,46.0,female,Unknown,Machakos,16-Mar-22,6/20/2022,42.0,801.66,Unknown,Basic,M-Pesa,One year,1.0,No,26.35,0,No,Vivo Note35,Unknown,Network drops sometimes in the evening.,No
CUST000374,38.0,Female,Nakuru,Unknown,8/18/2021,7/16/2023,49.0,921.47,45047.66,Basic,Mpesa,One year,2.0,0,0.0,1,No,Tecno Y78,Twitter/X,Network drops sometimes in the evening.,No
CUST000375,38.0,Female,Meru,Nairobi,1/17/2022,10/2/2022,44.0,1725.31,75842.88,Standard,Cash,Month-to-month,2.0,0,0.0,0,no,Apple P45,TV,...,No
CUST000376,36.0,Female,Thika,Nyeri,8/2/2022,15/12/2022,37.0,1191.18,44304.1,Standard,Bank transfer,Month-to-month,1.0,N,0.0,0,Yes,Realme S32,Unknown,"Stable internet, happy so far.",No
CUST000377,42.0,F,Nairobi ,Kisumu,1/21/2025,4/2/2027,7.0,555.22,3898.52,basic,MPesa,One year,2.0,Yes,84.82,1,No,Unknown,Billboard,Unknown,No
CUST000378,44.0,M,Eldoret,Nakuru,11/27/2019,12/28/2019,70.0,1936.71,Unknown,Standard,M-Pesa,Month-to-month,0.0,TRUE,60.89,1,yes,Tecno A12,Twitter/X,Overcharged? Not sure.,Yes
CUST000379,27.0,female,Nairobi,Kiambu,20/07/2020,28/08/2021,60.0,3174.01,190508.24,Premium,Credit card,Unknown,2.0,FALSE,0.0,No,Yes,Vivo A28,Facebook,Fiber upgrade requested.,No
CUST000380,39.0,F,Nyeri,Nairobi,9/9/2020,5/24/2022,60.0,727.86,43224.31,Basic,Cash,Two year,3.0,No,26.35,1,yes,Xiaomi A85,TV,Support was helpful via M-Pesa reversal.,No
CUST000381,37.0,F,Nairobi,Unknown,8/5/2021,1-Dec-21,49.0,1362.41,66846.91,Standard,MPesa,One year,4.0,No,0.0,0,Yes,Realme Y41,Unknown,Switching from competitor soon.,Yes
CUST000382,28.0,female,Machakos,Unknown,18-Apr-23,22/10/2023,29.0,1452.19,41946.51,Standard,Cash,Month-to-month,2.0,0,26.35,No,No,Huawei Y16,X,Network drops sometimes in the evening.,No
CUST000383,33.0,M,Nakuru,Mombasa,17/09/2020,14/10/2020,60.0,607.41,36607.84,Unknown,Bank transfer,One year,1.0,FALSE,0.0,0,No,Infinix Note76,Unknown,Great service!,No
CUST000384,31.0,Other,Naivasha,Nakuru,5/26/2021,26-Nov-21,52.0,593.35,Unknown,Basic,MPesa,Month-to-month,3.0,TRUE,9.38,No,no,Infinix Note76,Radio,Network drops sometimes in the evening.,No
CUST000385,22.0,F,Nyeri,Uasin Gishu,21/09/2019,1/6/2020,72.0,1401.01,100941.02,Standard,Credit card,One year,1.0,Y,121.43,Yes,No,Vivo Y29,Twitter/X,Sawa kabisa!,No
CUST000386,39.0,female,Unknown,Nakuru,8/27/2023,1/7/2025,24.0,1064.39,25744.1,Standard,MPesa,Month-to-month,2.0,1,44.25,Yes,No,Oppo Note35,Unknown,Overcharged? Not sure.,Yes
CUST000387,40.0,male,Unknown,Mombasa,7/28/2023,7/25/2023,25.0,3883.46,96772.32,Premium,Credit card,One year,3.0,No,0.0,1,yes,Xiaomi A49,Friend,App keeps logging me out.,No
CUST000388,29.0,Other,Nyeri,Nakuru,17-Sep-22,7/4/2024,34.0,1394.84,47434.49,Standard,Mpesa,Month-to-month,2.0,FALSE,0.0,Yes,Yes,Infinix Note44,Google,Customer care took long to respond.,Yes
CUST000389,32.0,Female,Eldoret,Nyeri,1/31/2025,10/5/2025,7.0,533.84, ,Basic,Credit card,Month-to-month,2.0,Yes,0.0,0,No,Infinix Note29,Billboard,"Stable internet, happy so far.",No
CUST000390,24.0,M,Nairobi ,Mombasa,3/23/2024,5/12/2024,17.0,1237.29,Unknown,Standard,Credit card,Month-to-month,4.0,TRUE,75.6,Yes,Yes,Vivo Y29,TV,Great service!,No
CUST000391,22.0,Female,Naivasha,Machakos,8/31/2023,2/19/2024,24.0,724.46,Unknown,Basic,Mpesa,1-yr,0.0,Y,38.46,No,yes,Nokia C47,Twitter/X,Unknown,Yes
CUST000392,66.0,F,Mombasa,Nakuru,13-Sep-19,2-Sep-20,72.0,709.92,50948.1,Basic,M-Pesa,Two year,5.0,Y,64.3,Yes,Yes,Infinix Note76,Twitter/X,Customer care took long to respond.,Yes
CUST000393,25.0,Female,Naivasha,Kiambu,4/27/2021,4/10/2022,53.0,KES 717.91, ,Basic,Credit card,Month-to-month,1.0,Y,55.57,No,no,Unknown,Twitter/X,Customer care took long to respond.,No
CUST000394,28.0,M,Nyeri,Uasin Gishu,9/17/2023,16/08/2024,23.0,897.21,Unknown,basic,Credit card,Month-to-month,3.0,0,0.0,Yes,Yes,Apple P45,Google,Switching from competitor soon.,No
CUST000395,59.0,male,Nyeri,Nairobi,5/15/2023,7/20/2023,28.0,1093.59,30539.83,Standard,M-Pesa,Month-to-month,0.0,1,31.6,No,no,Huawei Note11,X,Fiber upgrade requested.,No
CUST000396,36.0,Male,Nakuru,Mombasa,20/07/2025,8/9/2025,1.0,974.99,Unknown,Basic,M-Pesa,Month-to-month,2.0,No,26.35,0,No,Tecno Y78,Google,Fiber upgrade requested.,Yes
CUST000397,43.0,Male,Eldoret,Unknown,3/22/2019,12/13/2020,78.0,662.3,51860.07,Basic,Cash,Month-to-month,2.0,Y,34.23,No,No,Vivo Note35,Billboard,Switching from competitor soon.,No
CUST000398,22.0,Female,Meru,Nairobi,6/16/2025,11/3/2025,2.0,2672.68, ,Premium,Mpesa,Month-to-month,0.0,TRUE,88.48,No,No,Vivo Y29,Billboard,Unknown,No
CUST000399,29.0,female,Machakos,Meru,4/8/2023,2/23/2023,29.0,2126.98, ,Premium,Unknown,Month-to-month,2.0,0,26.35,0,Yes,Samsung S14,Radio,Unknown,No
CUST000400,28.0,F,Mombasa,Mombasa,5/7/2024,9/10/2024,16.0,571.58, ,Basic,MPesa,Month-to-month,2.0,1,24.39,1,no,Vivo Y29,Twitter/X,Sawa kabisa!,No
CUST000401,39.0,Male,Nairobi ,Nyeri,1/25/2019,26/03/2019,80.0,839.94,67047.1,basic,Bank transfer,Month-to-month,1.0,Y,61.33,0,yes,Infinix Note76,X,Fiber upgrade requested.,No
CUST000402,31.0,F,Nairobi,Kiambu,11-Dec-22,8/24/2024,33.0,921.9,30381.38,Basic,Unknown,1-yr,2.0,No,26.35,0,No,Infinix P1,Google,Too expensive for the value.,Yes
CUST000403,38.0,M,Mombasa,Machakos,8/5/2022,2/15/2023,40.0,647.74,"26,149.11",Basic,Unknown,Month-to-month,3.0,TRUE,32.22,1,No,Oppo C32,Twitter/X,Customer care took long to respond.,No
CUST000404,20.0,male,Mombasa,Nakuru,5/17/2023,8/19/2023,28.0,719.66,19948.91,Basic,M-Pesa,One year,0.0,1,93.48,0,no,Huawei Y38,Radio,Support was helpful via M-Pesa reversal.,No
CUST000405,30.0,Other,Nakuru,Meru,13/09/2023,2/10/2024,24.0,719.86,17459.55,basic,Mpesa,Two year,1.0,TRUE,81.82,No,yes,Infinix P1,Friend,Sawa kabisa!,No
CUST000406,10.0,Female,Naivasha,Nyeri,1/13/2025,1/27/2025,7.0,not available,-1535.34,Basic,M-Pesa,Unknown,4.0,TRUE,54.93,No,no,Unknown,Billboard,Overcharged? Not sure.,No
CUST000407,53.0,M,Niarobi,Kiambu,14-Feb-25,12/6/2025,6.0,1784.46,10938.47,Standard,MPesa,Two year,2.0,TRUE,55.52,No,Yes,Samsung S29,Facebook,Switching from competitor soon.,Yes
CUST000408,22.0,Female,Nyeri,Nakuru,6/22/2021,3-Jul-21,51.0,1224.13,62274.16,Standard,Cash,One year,6.0,0,0.0,No,Yes,Oppo Note35,Twitter/X,Switching from competitor soon.,No
CUST000409,45.0,M,Machakos,Nairobi,6/22/2024,28-Jun-24,14.0,1093.3,15656.37,Standard,Cash,Month-to-month,3.0,TRUE,22.99,1,yes,Realme S84,Facebook,Customer care took long to respond.,No
CUST000410,34.0,Male,Niarobi,Kiambu,17-Jun-21,10/20/2021,51.0,1742.7, ,Standard,Mpesa,Month-to-month,2.0,TRUE,51.07,1,Unknown,Nokia P27,Unknown,"Stable internet, happy so far....",No
CUST000411,41.0,Female,Eldoret,Kiambu,11/21/2023,19-Dec-23,18.0,740.78,13504.31,Basic,Bank transfer,Month-to-month,0.0,0,0.0,1,yes,Vivo C42,Facebook,Customer care took long to respond.,Yes
CUST000412,31.0,male,Kisumu,Uasin Gishu,6/12/2024,5/2/2025,14.0,532.08,7227.74,Basic,Credit card,Month-to-month,2.0,Y,62.83,1,yes,Unknown,TV,Please call me back.,No
CUST000413,43.0,F,Mombasa,Uasin Gishu,2021/13/40,14-Jul-19,77.0,3312.09,"254,892.00",Premium,Credit card,One year,4.0,N,0.0,No,yes,Infinix S90,TV,"Stable internet, happy so far.",No
CUST000414,30.0,F,Nrb,Nakuru,12/5/2023,2/9/2023,28.0,2719.82,Unknown,Premium,Cash,One year,3.0,No,0.0,1,No,Nokia C88,Facebook,Sawa kabisa!,No
CUST000415,37.0,Female,Naivasha,Mombasa,8/10/2022,2/20/2023,35.0,1642.33, ,Standard,MPesa,Month-to-month,1.0,N,26.35,Yes,No,Realme S32,TV,Please call me back.,No
CUST000416,32.0,female,Mombasa,Kiambu,7/15/2023,10-Dec-23,26.0,1865.37, ,Standard,MPesa,Month-to-month,2.0,0,0.0,No,no,Xiaomi S9,X,Unknown,Yes
CUST000417,38.0,F,Nairobi ,Mombasa,7-Nov-20,13/11/2020,58.0,"KES 2,293.75",Unknown,Premium,Credit card,Month-to-month,2.0,0,0.0,0,No,Xiaomi P59,Billboard,Please call me back.,No
CUST000418,14.0,Female,Naivasha,Machakos,29/03/2024,14-Sep-24,17.0,3268.57,55242.44,Premium,Bank transfer,Month-to-month,3.0,Yes,41.01,Yes,No,Unknown,Radio,Sawa kabisa!,No
CUST000419,31.0,Unknown,Thika,Unknown,6-Jun-20,7/3/2021,63.0,2382.09,150310.99,Premium,MPesa,Month-to-month,1.0,TRUE,48.65,0,No,Apple S44,Unknown,Please call me back.,Yes
CUST000420,25.0,F,Thika,Nairobi,27-Dec-24,2021/13/40,8.0,1126.53,8876.84,Standard,Cash,Month-to-month,3.0,1,96.51,1,No,Unknown,Friend,Sawa kabisa!,No
CUST000421,73.0,F,Machakos,Nairobi,21-Apr-19,7/22/2019,77.0,963.46,74317.48,Basic,Mpesa,Month-to-month,2.0,TRUE,41.99,0,Unknown,Unknown,Unknown,Unknown,No
CUST000422,40.0,male,Nakuru,Nakuru,6/2/2023,6-Nov-23,27.0,1178.78,31713.32,Standard,M-Pesa,One year,3.0,No,0.0,1,No,Apple A12,Twitter/X,Unknown,Yes
CUST000423,46.0,Unknown,Kisumu,Nairobi,8/21/2025,28/03/2026,0.0,525.05,51.07,Basic,Credit card,Month-to-month,0.0,FALSE,0.0,1,yes,Apple A12,Unknown,Support was helpful via M-Pesa reversal. ASAP,No
CUST000424,34.0,M,Nairobi ,Mombasa,4/22/2019,4/11/2020,77.0,1193.04,"91,847.65",Standard,Cash,Month-to-month,6.0,FALSE,0.0,0,Yes,Xiaomi S9,Facebook,Sawa kabisa!,No
CUST000425,56.0,Other,Naivasha,Nakuru,12/10/2019,31-Dec-19,69.0,593.05,41054.53,Basic,Bank transfer,Month-to-month,3.0,N,26.35,Yes,no,Realme S84,TV,Customer care took long to respond.,Yes
CUST000426,38.0,Other,Machakos,Kiambu,22-Oct-23,18/02/2024,22.0,3704.3,"81,428.71",Premium,MPesa,One year,3.0,FALSE,26.35,1,No,Infinix Note44,Unknown,Too expensive for the value.,No
CUST000427,18.0,M,Nakuru,Nakuru,9-Jul-20,29/09/2020,62.0,728.65,44729.17,Basic,Credit card,One year,2.0,FALSE,0.0,Yes,yes,Samsung A36,Billboard,Great service!,No
CUST000428,13.0,F,Machakos,Unknown,6/3/2024,6/4/2026,18.0,1896.96,34191.92,Standard,M-Pesa,Month-to-month,0.0,FALSE,26.35,1,yes,Infinix C70,Unknown,Unknown,Yes
CUST000429,30.0,Male,Eldoret,Machakos,14/01/2021,2/19/2021,56.0,1018.11,56942.39,Standard,Bank transfer,Two year,3.0,N,0.0,No,no,Xiaomi A30,Friend,Network drops sometimes in the evening.,No
CUST000430,28.0,male,Eldoret,Machakos,7/25/2019,15-Feb-22,74.0,1084.39,Unknown,Standard,MPesa,Two year,5.0,1,112.14,No,No,Oppo C32,Radio,Switching from competitor soon.,No
