customer_id,age,gender,county,signup_date,last_purchase_date,tenure_months,monthly_charges,total_charges,num_support_tickets,has_internet,data_usage_gb,is_senior_citizen,dependents,device_model,referrer,feedback_text,churn,city_Kisumu,city_Machakos,city_Meru,city_Mombasa,city_Nairobi,city_Nairobi ,city_Naivasha,city_Nakuru,city_Niarobi,city_Nrb,city_Nyeri,city_Thika,plan_type_Premium,plan_type_Standard,plan_type_basic,payment_method_Cash,payment_method_Credit card,payment_method_M-Pesa,payment_method_MPesa,payment_method_Mpesa,contract_2-yr,contract_Month-to-month,contract_One year,contract_Two year
CUST000230,45.0,Male,Nairobi,4/1/2021,5/13/2021,56.0,2947.84,165233.13,5.0,1,46.96,No,0,Infinix Note44,,Switching from competitor soon.,No,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
CUST000231,50.0,F,Mombasa,9/22/2022,6/23/2024,35.0,696.22,24141.54,3.0,N,0.0,0,1,Oppo Note35,Radio,Customer care took long to respond.,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000232,30.0,Other,Machakos,14/08/2023,1/12/2025,25.0,3935.72, ,3.0,TRUE,53.72,0,No,Xiaomi S38,X,Network drops sometimes in the evening.,No,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
CUST000233,39.0,Male,Uasin Gishu,13-Oct-21,13/11/2021,47.0,,74624.21,1.0,Y,20.25,1,0,Xiaomi S9,Google,Customer care took long to respond.,No,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
CUST000234,-3.0,1,Meru,28/12/2021,12/3/2022,44.0,1130.7,"49,686.02",2.0,0,0.0,Yes,No,Infinix C70,Billboard,App keeps logging me out.,No,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
CUST000235,37.0,F,Nakuru,14/10/2020,18/09/2021,59.0,825.44,48362.92,3.0,Yes,6.95,1,0,Xiaomi P59,Facebook,Please call me back.,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000236,29.0,0,Meru,3/18/2020,3/18/2024,66.0,527.74,,3.0,FALSE,0.0,Yes,Yes,Tecno A12,,Too expensive for the value.,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
CUST000237,,1,Mombasa,4/16/2023,9/16/2023,29.0,1577.08,45664.04,,No,0.0,0,1,Infinix C70,Billboard,Sawa kabisa!,No,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
CUST000238,52.0,Male,Nairobi,8-Jun-19,5/2/2020,76.0,1246.62,94922.83,3.0,FALSE,,Yes,1,Xiaomi S38,,Switching from competitor soon.,No,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
CUST000239,42.0,1,Meru,4/11/2024,31-May-24,17.0,1670.42,27812.6,1.0,TRUE,859.8,No,No,Realme S84,,"Stable internet, happy so far.",No,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False
CUST000240,24.0,Male,Nairobi,30/06/2021,28/07/2021,50.0,524.56,,2.0,N,0.0,Yes,0,Tecno A12,X,"Stable internet, happy so far.",No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000241,43.0,0,Kisumu,2021/13/40,12/21/2022,59.0,733.41,43034.02,1.0,0,0.0,No,,Xiaomi A30,Google,Overcharged? Not sure.,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
CUST000242,49.0,Female,Meru,2/29/2024,3/25/2024,15.0,1415.66,21486.14,2.0,Y,95.63,Yes,0,Tecno S84,,Overcharged? Not sure.,No,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
CUST000243,35.0,Male,Nakuru,3-Dec-22,1/26/2023,33.0,1941.14,,1.0,No,0.0,No,1,Nokia C35,TV,Overcharged? Not sure.,No,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
CUST000244,43.0,Other,Kiambu,6/4/2022,9/28/2022,39.0,1187.17,46146.9,4.0,Yes,47.16,Yes,0,Vivo A28,,Fiber upgrade requested.,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
CUST000245,33.0,F,,7/21/2021,9/15/2021,50.0,"KES 1,553.83",,2.0,No,,Yes,0,Xiaomi S38,Twitter/X,Overcharged? Not sure.,No,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CUST000246,42.0,Male,Nakuru,7/2/2021,22-Dec-21,50.0,669.91,33560.67,2.0,Yes,65.7,1,Yes,Nokia C35,Billboard,Please call me back.,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000247,41.0,Other,Kiambu,7-Apr-19,11-Jun-21,78.0,KES 691.73,53687.67,2.0,N,,No,1,Nokia C88,Twitter/X,Switching from competitor soon.,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST000248,22.0,Other,Meru,3/2/2021,17/06/2021,54.0,797.27,43222.29,4.0,FALSE,0.0,Yes,Yes,Nokia C88,Twitter/X,Fiber upgrade requested.,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000249,28.0,F,Mombasa,21/06/2023,21/07/2023,26.0,999.28,25795.48,2.0,0,0.0,1,Yes,Samsung C70,,App keeps logging me out.,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CUST000250,48.0,1,Nakuru,6-Sep-22,28-Nov-22,36.0,967.9,34770.01,3.0,N,,1,Yes,Samsung S14,Facebook,Switching from competitor soon.,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CUST000251,34.0,0,Machakos,2/15/2022,10/30/2022,43.0,1046.5,45022.81,0.0,No,0.0,1,No,Realme S84,,Customer care took long to respond.,No,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CUST000252,36.0,0,Uasin Gishu,12-Oct-19,1/1/2020,,1385.72,,2.0,TRUE,44.0,0,1,,,,No,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
CUST000253,43.0,M,Nyeri,17-Feb-22,28-Jun-22,43.0,790.21,33688.78,3.0,1,32.27,1,Yes,Samsung C15,Google,Network drops sometimes in the evening.,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST000254,17.0,Male,Nyeri,9/12/2022,9/17/2023,33.0,775.83, ,,0,0.0,No,1,Oppo S69,Facebook,Fiber upgrade requested.,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST000255,16.0,F,Meru,17/09/2024,10/14/2024,11.0,15989.66,175650.02,1.0,No,0.0,Yes,No,Vivo C42,Radio,Sawa kabisa!,No,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
CUST000256,25.0,0,Machakos,6/26/2023,12/7/2023,26.0,"KES 3,174.75",82339.09,1.0,1,31.1,Yes,1,Vivo A30,Twitter/X,Fiber upgrade requested.,No,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
CUST000257,41.0,Other,Meru,1/5/2025,3/1/2025,8.0,1012.29,7984.03,3.0,0,,1,0,,Google,Switching from competitor soon.,No,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
CUST000258,46.0,M,Nyeri,9/18/2022,10/21/2022,36.0,837.34, ,2.0,No,0.0,0,0,Xiaomi P59,Friend,App keeps logging me out.,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000259,42.0,M,Kiambu,4/24/2019,14-May-19,77.0,896.11,68928.53,1.0,Y,44.62,No,,Infinix P1,Facebook,"Stable internet, happy so far.",No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST000260,29.0,F,Meru,17/04/2020,30-Nov-20,-65.0,553.58,,2.0,FALSE,,No,1,Realme S32,Radio,Support was helpful via M-Pesa reversal.,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000261,33.0,M,Meru,12/5/2021,21-Jan-22,,688.37,,3.0,FALSE,0.0,No,1,Nokia C88,Friend,Support was helpful via M-Pesa reversal.,Yes,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST000262,49.0,Other,,1/1/2021,6/21/2021,56.0,574.55,32091.24,0.0,No,,No,1,Xiaomi A30,X,Support was helpful via M-Pesa reversal.,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
CUST000263,35.0,Female,Uasin Gishu,6/7/2025,7/11/2025,2.0,736.52,1656.63,2.0,Y,78.24,0,No,Oppo S69,,Network drops sometimes in the evening.,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000264,27.0,Male,Nairobi,23/12/2021,15-Sep-22,45.0,KES 901.55,"40,802.82",3.0,No,0.0,Yes,Yes,Vivo C42,Radio,,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000265,48.0,Male,Nakuru,6/6/2019,4/28/2020,76.0,888.14,,0.0,N,0.0,1,1,Apple A12,Twitter/X,Switching from competitor soon.,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CUST000266,48.0,M,Nakuru,20-Mar-20,6/20/2021,66.0,107115.73,7069492.89,2.0,Y,47.8,1,Yes,Realme S32,X,Too expensive for the value. ASAP,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
CUST000267,33.0,Other,Nakuru,11/15/2023,3/14/2026,21.0,547.83,11462.92,2.0,FALSE,,Yes,No,Realme Note51,TV,Fiber upgrade requested.,No,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000268,33.0,1,,16-Nov-22,25/12/2022,34.0,1155.92,39214.26,2.0,N,0.0,No,0,Samsung A36,Facebook,,No,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
CUST000269,42.0,F,Nakuru,8/7/2022,12/4/2022,38.0,,43265.2,2.0,1,84.68,Yes,0,,Facebook,Great service!,No,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
CUST000270,39.0,M,Nairobi,11/23/2023,12/18/2024,21.0,81100.69,1702974.1,0.0,FALSE,0.0,No,No,Infinix S90,TV,"Stable internet, happy so far.",No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000271,19.0,1,Nyeri,25/09/2024,12/19/2024,8.0,920,7406.51,3.0,Y,36.6,1,0,Oppo C32,Radio,Support was helpful via M-Pesa reversal.,Yes,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CUST000272,23.0,Female,Kiambu,4/18/2020,20-Aug-20,65.0,2298.86,149551.38,4.0,1,56.88,No,1,Apple P20,X,Sawa kabisa!,Yes,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
CUST000273,42.0,Female,Nyeri,27/04/2023,9/10/2023,28.0,535.94, ,2.0,FALSE,0.0,No,Yes,Nokia C88,Friend,,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000274,15.0,M,Meru,6/19/2025,13-Nov-25,2.0,1490.12,2725.49,2.0,FALSE,0.0,1,Yes,Huawei Y16,Facebook,Switching from competitor soon.,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
CUST000275,37.0,Other,Machakos,17/02/2021,17-Sep-21,55.0,1721.21,94632.85,3.0,N,,1,0,Samsung S29,Friend,Please call me back.,Yes,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
CUST000276,22.0,Female,,9/11/2021,5/16/2022,46.0,953.56,43888.64,2.0,0,0.0,Yes,0,Oppo C89,,Overcharged? Not sure.,No,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CUST000277,30.0,Male,Nakuru,7/1/2019,3/16/2020,75.0,1627.63,121837.69,2.0,No,0.0,0,,Huawei Y16,,Overcharged? Not sure.,No,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
CUST000278,39.0,1,Kiambu,22/11/2023,4/1/2024,21.0,753.62,15790.39,1.0,TRUE,78.26,1,0,Samsung A76,Billboard,Please call me back.,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000279,26.0,1,Kisumu,7-Jan-19,3/13/2019,81.0,1931.61,156569.63,2.0,Yes,119.99,Yes,No,Vivo C42,X,,No,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
CUST000280,22.0,M,Machakos,30/10/2024,12-Mar-25,10.0,776.37,8139.85,0.0,TRUE,100.34,1,1,Infinix P1,Friend,Too expensive for the value.,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000281,46.0,F,Meru,1/14/2025,4/22/2026,7.0,710.38, ,0.0,No,0.0,1,1,Nokia C88,,Great service!,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000282,51.0,F,,18-Mar-21,7-Aug-22,54.0,577.66,31448.68,5.0,N,0.0,0,Yes,Xiaomi P59,Radio,App keeps logging me out.,No,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000283,41.0,1,Mombasa,31/01/2023,9/15/2023,31.0,713,22349.67,2.0,TRUE,18.23,1,0,Huawei Note11,X,Network drops sometimes in the evening.,No,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000284,27.0,Male,Nakuru,11/2/2023,12/14/2025,22.0,KES 953.37,20893.3,2.0,TRUE,56.1,0,0,Realme C59,Friend,Customer care took long to respond.,Yes,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST000285,30.0,Male,Mombasa,14/10/2019,3/14/2021,71.0,805.37,,1.0,No,0.0,1,0,Vivo Note35,Twitter/X,Support was helpful via M-Pesa reversal.,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
CUST000286,20.0,1,Nakuru,9/14/2022,11/21/2022,36.0,3870.32,139355.68,,Yes,37.5,Yes,Yes,Oppo C32,Friend,Sawa kabisa!,No,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
CUST000287,29.0,Female,Mombasa,7/9/2022,4-Mar-23,38.0,913.72,34932.34,3.0,TRUE,88.32,1,0,Realme S34,Twitter/X,,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
CUST000288,,0,Nyeri,25-May-20,9/10/2020,64.0,939.53,,1.0,TRUE,30.16,1,Yes,Xiaomi S38,Radio,"Stable internet, happy so far.",No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
CUST000289,35.0,0,Mombasa,5/15/2022,9/7/2022,40.0,1182.69,47433.99,1.0,FALSE,,No,1,Samsung S29,Friend,Overcharged? Not sure.,No,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
CUST000290,40.0,,Mombasa,8/9/2024,13/12/2024,12.0,1805.98,"21,710.07",4.0,No,0.0,Yes,1,Oppo S69,Billboard,,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
CUST000291,29.0,Other,Nairobi,6/20/2022,1/8/2023,39.0,845,,3.0,1,24.42,1,No,Tecno A72,,,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
CUST000292,50.0,Other,Mombasa,31-Jul-23,8/3/2023,25.0,2600.73,65033.7,2.0,N,0.0,No,Yes,Infinix P1,Billboard,Overcharged? Not sure.,No,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
CUST000293,5.0,F,Kisumu,8/29/2022,3/30/2023,36.0,2248.37,81019,2.0,FALSE,0.0,No,No,Realme C59,,Overcharged? Not sure.,No,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
CUST000294,28.0,Female,Nakuru,7/7/2023,15/12/2023,26.0,1063.88,27368.15,1.0,1,48.6,No,1,Nokia S48,Radio,Switching from competitor soon.,No,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False
CUST000295,34.0,,Machakos,4/26/2022,18/05/2022,40.0,841.87,33509.53,,Yes,48.23,1,0,Vivo A41,Twitter/X,Switching from competitor soon. ASAP,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000296,33.0,F,Uasin Gishu,5/6/2020,27/06/2020,,779.98, ,2.0,No,0.0,No,No,Samsung A36,Twitter/X,Customer care took long to respond.??,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000297,35.0,Male,Mombasa,9/19/2023,2/9/2024,23.0,747.97,17579.98,3.0,N,0.0,0,1,Huawei A59,Friend,Network drops sometimes in the evening.,No,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
CUST000298,15.0,0,Nyeri,4/2/2023,6/17/2023,29.0,724.74,21122.73,2.0,No,0.0,0,Yes,Xiaomi S9,X,"Stable internet, happy so far.",Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
CUST000299,25.0,M,Nairobi,13-Dec-20,8/8/2021,57.0,625.4,"35,815.29",3.0,Y,65.0,1,No,,Billboard,"Stable internet, happy so far.",Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
CUST000300,53.0,Other,,5/20/2025,9/23/2025,3.0,990.2,2848.57,1.0,0,0.0,Yes,Yes,Apple S44,,Fiber upgrade requested.,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
CUST000301,42.0,Other,Uasin Gishu,5/17/2022,4/9/2023,40.0,880.34, ,3.0,Yes,76.9,Yes,0,Infinix Note44,Radio,Overcharged? Not sure.,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000302,29.0,Other,,7/22/2023,29/07/2023,25.0,,97604.5,2.0,TRUE,54.77,1,0,Oppo S69,,Please call me back.,No,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
CUST000303,26.0,Female,Nakuru,2/22/2025,9/20/2025,6.0,1102.81,6703.45,3.0,1,21.16,Yes,No,Huawei Note11,Billboard,Fiber upgrade requested.,No,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
CUST000304,40.0,1,Mombasa,1/2/2019,3/7/2019,81.0,KES 796.97,64550.18,1.0,N,0.0,Yes,,Huawei A59,Twitter/X,,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
CUST000305,59.0,Female,Machakos,29/05/2022,7/27/2023,39.0,691.53,27138.34,0.0,Yes,31.81,No,0,Oppo Y82,Twitter/X,Please call me back.,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
CUST000306,,Female,Uasin Gishu,21/03/2022,9/21/2022,42.0,566.69,24128.08,1.0,N,0.0,1,0,Nokia C10,Radio,Sawa kabisa!,No,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000307,34.0,Male,Nakuru,10-May-21,27-Feb-22,52.0,"KES 1,170.43",60707.54,2.0,0,0.0,No,No,Xiaomi A49,,Switching from competitor soon.,No,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
CUST000308,27.0,M,Nairobi,27-Oct-23,4/10/2024,22.0,2092.56,46434.24,6.0,FALSE,0.0,0,1,Nokia P27,X,Too expensive for the value.,Yes,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
CUST000309,47.0,1,,3-Jul-25,4/8/2026,2.0,"KES 3,459.37",6757.98,1.0,TRUE,154.67,1,Yes,Vivo Y29,Google,Switching from competitor soon.,Yes,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
CUST000310,41.0,F,Machakos,8/12/2022,21/09/2022,37.0,1204.45,44297.82,,No,0.0,0,Yes,Xiaomi A30,Friend,Overcharged? Not sure.,No,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
CUST000311,25.0,Other,Kiambu,19-Mar-24,2/18/2024,17.0,KES 885.63, ,0.0,Yes,13.29,No,No,Vivo Note35,Billboard,App keeps logging me out.,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
CUST000312,36.0,Female,Nyeri,12/15/2023,18/07/2024,24.0,1630.75,,,Yes,44.54,1,0,Realme Y41,,App keeps logging me out.,No,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
CUST000313,35.0,0,Kisumu,17/12/2023,26/01/2024,20.0,712.22,14242.73,1.0,TRUE,89.28,No,No,Infinix Note76,Radio,,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
CUST000314,19.0,1,Meru,5/25/2021,16-Oct-21,52.0,519.97,,3.0,FALSE,,1,,Tecno S84,X,Great service!,No,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CUST000315,43.0,M,Nakuru,24-Sep-24,7/2/2025,11.0,1440.36,15939.61,3.0,TRUE,5.62,1,1,Tecno Note5,Google,,No,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
CUST000316,22.0,1,Meru,4/22/2024,22/10/2024,16.0,1521.83,24370.79,2.0,No,,Yes,Yes,Realme S34,Billboard,Too expensive for the value.,No,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
CUST000317,30.0,Other,,11/26/2020,7/4/2021,58.0,732.19,42340.23,1.0,N,,0,No,Oppo Y82,,App keeps logging me out.,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000318,41.0,Other,,14/12/2019,18/12/2019,69.0,937.83,64481.68,2.0,FALSE,0.0,1,1,Realme S32,Twitter/X,Support was helpful via M-Pesa reversal.,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000319,40.0,Other,Meru,3/8/2022,8/6/2022,42.0,567.15,23659.43,6.0,No,0.0,Yes,No,Tecno S30,,Network drops sometimes in the evening.,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000320,37.0,Other,Nakuru,12-Oct-24,25/01/2025,12.0,676.58,8154.9,,1,62.66,No,1,Realme Y41,,Sawa kabisa!,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CUST000321,38.0,M,Machakos,10/4/2022,1/27/2024,35.0,1996.08,69631.79,3.0,FALSE,0.0,No,Yes,Nokia C35,TV,Too expensive for the value.,No,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
CUST000322,26.0,Male,Mombasa,1/18/2020,4/6/2021,68.0,931.21,63127.1,1.0,No,0.0,Yes,1,Xiaomi P59,Friend,Overcharged? Not sure.,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST000323,25.0,Other,Kisumu,8/20/2021,24/10/2021,49.0,3430.97,,2.0,No,,0,Yes,Infinix Note76,Twitter/X,Switching from competitor soon.,No,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
CUST000324,37.0,M,Mombasa,25-Jun-22,1/22/2023,38.0,709.38,27161.05,2.0,1,53.57,0,Yes,Samsung A76,Google,App keeps logging me out.,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
CUST000325,24.0,F,Machakos,9/7/2021,8-Dec-21,50.0,783.02,39089.36,2.0,Yes,71.1,Yes,0,,Twitter/X,Sawa kabisa!,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000326,23.0,Female,Meru,3/26/2021,6-Aug-21,54.0,510.1,27510.84,1.0,0,0.0,No,1,Huawei Y38,,"Stable internet, happy so far.",Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000327,21.0,0,Nairobi,8/26/2020,12/1/2021,61.0,550.07,33960.5,2.0,FALSE,,Yes,0,,X,Customer care took long to respond.,Yes,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
CUST000328,55.0,Female,Kiambu,4/11/2019,28/07/2019,77.0,929.01,71345.12,5.0,TRUE,32.24,0,1,Vivo A41,X,Great service!,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
CUST000329,21.0,0,Kisumu,7/9/2019,12/30/2019,74.0,"KES 1,175.86",87090.65,0.0,N,,0,Yes,Tecno Note5,Friend,Switching from competitor soon.,No,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
CUST000330,2.0,0,Kisumu,9/29/2021,24-Oct-21,47.0,809.83,37872.61,0.0,No,,0,1,Huawei P74,Friend,Great service!,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST000331,14.0,Female,Meru,4/30/2024,7/12/2024,16.0,1916.68,30451.09,2.0,Y,45.63,Yes,Yes,Tecno S84,Radio,Support was helpful via M-Pesa reversal.,No,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
CUST000332,47.0,Male,Nakuru,10/26/2019,13-Apr-21,70.0,1485.11,103553.55,2.0,Yes,77.8,0,0,Vivo A30,,Customer care took long to respond.,No,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
CUST000333,35.0,1,Kiambu,9/2/2024,28/03/2024,19.0,1147.56,21567.37,,FALSE,,0,Yes,Xiaomi A30,Facebook,Fiber upgrade requested.,No,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
