age,county,signup_date,last_purchase_date,tenure_months,monthly_charges,total_charges,num_support_tickets,has_internet,data_usage_gb,is_senior_citizen,dependents,device_model,referrer,feedback_text,churn,gender_Male,gender_Unknown,city_Kisumu,city_Machakos,city_Meru,city_Mombasa,city_Nairobi,city_Nairobi ,city_Naivasha,city_Nakuru,city_Nyeri,city_Thika,city_Unknown,plan_type_Premium,plan_type_Standard,plan_type_Unknown,plan_type_basic,payment_method_Cash,payment_method_Credit card,payment_method_M-Pesa,payment_method_M-pesa,payment_method_MPesa,payment_method_Unknown,contract_one year,contract_two year,contract_unknown
28.0,Nakuru,7/7/2023,15/12/2023,26.0,1063.88,27368.15,1.0,1,48.6,No,1.0,Nokia S48,Radio,Switching from competitor soon.,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
34.0,Machakos,4/26/2022,18/05/2022,40.0,841.87,33509.53,2.0,1,48.23,1,0.0,Vivo A41,Twitter/X,Switching from competitor soon. ASAP,No,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.0,Uasin Gishu,5/6/2020,27/06/2020,39.0,779.98,40709.825,2.0,0,0.0,No,0.0,Samsung A36,Twitter/X,Customer care took long to respond.??,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.0,Mombasa,9/19/2023,2/9/2024,23.0,747.97,17579.98,3.0,0,0.0,0,1.0,Huawei A59,Friend,Network drops sometimes in the evening.,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
15.0,Nyeri,4/2/2023,6/17/2023,29.0,724.74,21122.73,2.0,0,0.0,0,1.0,Xiaomi S9,X,"Stable internet, happy so far.",Yes,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
25.0,Nairobi,13-Dec-20,8/8/2021,57.0,625.4,35815.29,3.0,1,65.0,1,0.0,Unknown,Billboard,"Stable internet, happy so far.",Yes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53.0,Unknown,5/20/2025,9/23/2025,3.0,990.2,2848.57,1.0,0,0.0,Yes,1.0,Apple S44,Unknown,Fiber upgrade requested.,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42.0,Uasin Gishu,5/17/2022,4/9/2023,40.0,880.34,40709.825,3.0,1,76.9,Yes,0.0,Infinix Note44,Radio,Overcharged? Not sure.,Yes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,Unknown,7/22/2023,29/07/2023,25.0,1048.72,97604.5,2.0,1,54.77,1,0.0,Oppo S69,Unknown,Please call me back.,No,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26.0,Nakuru,2/22/2025,9/20/2025,6.0,1102.81,6703.45,3.0,1,21.16,Yes,0.0,Huawei Note11,Billboard,Fiber upgrade requested.,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
40.0,Mombasa,1/2/2019,3/7/2019,81.0,1048.72,64550.18,1.0,0,0.0,Yes,,Huawei A59,Twitter/X,Unknown,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
59.0,Machakos,29/05/2022,7/27/2023,39.0,691.53,27138.34,0.0,1,31.81,No,0.0,Oppo Y82,Twitter/X,Please call me back.,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
34.0,Uasin Gishu,21/03/2022,9/21/2022,42.0,566.69,24128.08,1.0,0,0.0,1,0.0,Nokia C10,Radio,Sawa kabisa!,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,Nakuru,10-May-21,27-Feb-22,52.0,1048.72,60707.54,2.0,0,0.0,No,0.0,Xiaomi A49,Unknown,Switching from competitor soon.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27.0,Nairobi,27-Oct-23,4/10/2024,22.0,2092.56,46434.24,6.0,0,0.0,0,1.0,Nokia P27,X,Too expensive for the value.,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
47.0,Unknown,3-Jul-25,4/8/2026,2.0,1048.72,6757.98,1.0,1,154.67,1,1.0,Vivo Y29,Google,Switching from competitor soon.,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
41.0,Machakos,8/12/2022,21/09/2022,37.0,1204.45,44297.82,2.0,0,0.0,0,1.0,Xiaomi A30,Friend,Overcharged? Not sure.,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
25.0,Kiambu,19-Mar-24,2/18/2024,17.0,1048.72,40709.825,0.0,1,13.29,No,0.0,Vivo Note35,Billboard,App keeps logging me out.,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
36.0,Nyeri,12/15/2023,18/07/2024,24.0,1630.75,40709.825,2.0,1,44.54,1,0.0,Realme Y41,Unknown,App keeps logging me out.,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35.0,Kisumu,17/12/2023,26/01/2024,20.0,712.22,14242.73,1.0,1,89.28,No,0.0,Infinix Note76,Radio,Unknown,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19.0,Meru,5/25/2021,16-Oct-21,52.0,519.97,40709.825,3.0,0,26.1,1,,Tecno S84,X,Great service!,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43.0,Nakuru,24-Sep-24,7/2/2025,11.0,1440.36,15939.61,3.0,1,5.62,1,1.0,Tecno Note5,Google,Unknown,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,Meru,4/22/2024,22/10/2024,16.0,1521.83,24370.79,2.0,0,26.1,Yes,1.0,Realme S34,Billboard,Too expensive for the value.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30.0,Unknown,11/26/2020,7/4/2021,58.0,732.19,42340.23,1.0,0,26.1,0,0.0,Oppo Y82,Unknown,App keeps logging me out.,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.0,Unknown,14/12/2019,18/12/2019,69.0,937.83,64481.68,2.0,0,0.0,1,1.0,Realme S32,Twitter/X,Support was helpful via M-Pesa reversal.,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,Meru,3/8/2022,8/6/2022,42.0,567.15,23659.43,6.0,0,0.0,Yes,0.0,Tecno S30,Unknown,Network drops sometimes in the evening.,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37.0,Nakuru,12-Oct-24,25/01/2025,12.0,676.58,8154.9,2.0,1,62.66,No,1.0,Realme Y41,Unknown,Sawa kabisa!,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38.0,Machakos,10/4/2022,1/27/2024,35.0,1996.08,69631.79,3.0,0,0.0,No,1.0,Nokia C35,TV,Too expensive for the value.,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
26.0,Mombasa,1/18/2020,4/6/2021,68.0,931.21,63127.1,1.0,0,0.0,Yes,1.0,Xiaomi P59,Friend,Overcharged? Not sure.,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25.0,Kisumu,8/20/2021,24/10/2021,49.0,3430.97,40709.825,2.0,0,26.1,0,1.0,Infinix Note76,Twitter/X,Switching from competitor soon.,No,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
37.0,Mombasa,25-Jun-22,1/22/2023,38.0,709.38,27161.05,2.0,1,53.57,0,1.0,Samsung A76,Google,App keeps logging me out.,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24.0,Machakos,9/7/2021,8-Dec-21,50.0,783.02,39089.36,2.0,1,71.1,Yes,0.0,Unknown,Twitter/X,Sawa kabisa!,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23.0,Meru,3/26/2021,6-Aug-21,54.0,510.1,27510.84,1.0,0,0.0,No,1.0,Huawei Y38,Unknown,"Stable internet, happy so far.",Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21.0,Nairobi,8/26/2020,12/1/2021,61.0,550.07,33960.5,2.0,0,26.1,Yes,0.0,Unknown,X,Customer care took long to respond.,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55.0,Kiambu,4/11/2019,28/07/2019,77.0,929.01,71345.12,5.0,1,32.24,0,1.0,Vivo A41,X,Great service!,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
21.0,Kisumu,7/9/2019,12/30/2019,74.0,1048.72,87090.65,0.0,0,26.1,0,1.0,Tecno Note5,Friend,Switching from competitor soon.,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2.0,Kisumu,9/29/2021,24-Oct-21,47.0,809.83,37872.61,0.0,0,26.1,0,1.0,Huawei P74,Friend,Great service!,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.0,Meru,4/30/2024,7/12/2024,16.0,1916.68,30451.09,2.0,1,45.63,Yes,1.0,Tecno S84,Radio,Support was helpful via M-Pesa reversal.,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
47.0,Nakuru,10/26/2019,13-Apr-21,70.0,1485.11,103553.55,2.0,1,77.8,0,0.0,Vivo A30,Unknown,Customer care took long to respond.,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
35.0,Kiambu,9/2/2024,28/03/2024,19.0,1147.56,21567.37,2.0,0,26.1,0,1.0,Xiaomi A30,Facebook,Fiber upgrade requested.,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
54.0,Machakos,8/25/2023,21/10/2023,24.0,674.94,16047.87,3.0,1,47.54,No,,Apple S44,Friend,Overcharged? Not sure.,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55.0,Nakuru,6/15/2025,27/11/2027,2.0,2732.39,40709.825,2.0,0,0.0,Yes,1.0,Infinix S90,Facebook,Unknown,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
40.0,Machakos,3/7/2021,19/04/2021,54.0,2957.4,40709.825,0.0,0,0.0,Yes,1.0,Huawei A59,Facebook,Great service!,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
56.0,Mombasa,22-Apr-23,24-May-23,28.0,1048.72,21150.92,3.0,0,26.1,No,0.0,Nokia C88,Radio,Switching from competitor soon.,Yes,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21.0,Uasin Gishu,17/07/2024,14/08/2025,13.0,564.76,7359.42,4.0,0,0.0,0,0.0,Vivo A30,TV,Unknown,No,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
40.0,Kisumu,25/06/2023,17-Jul-23,26.0,1415.75,36768.36,2.0,1,66.24,1,0.0,Nokia C88,Twitter/X,Too expensive for the value.,Yes,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
34.0,Nairobi,26/09/2021,12/28/2021,47.0,774.78,36241.53,1.0,1,53.11,1,0.0,Tecno S84,Radio,Sawa kabisa!,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23.0,Meru,8/27/2020,12/7/2020,61.0,2726.26,166439.85,4.0,0,0.0,No,0.0,Huawei A59,X,Unknown,No,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22.0,Uasin Gishu,1/23/2019,3/21/2019,80.0,3255.57,260321.34,3.0,0,26.1,Yes,1.0,Huawei C80,X,Unknown,No,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
48.0,Nakuru,12/3/2020,26-Nov-20,66.0,536.48,35326.58,5.0,1,135.63,1,1.0,Apple P45,Unknown,Unknown,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
51.0,Kiambu,8-Oct-23,5-Oct-23,23.0,1687.61,38821.11,1.0,0,0.0,No,1.0,Apple P20,Friend,Too expensive for the value.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
30.0,Kiambu,6/15/2021,6/20/2021,51.0,1329.39,40709.825,1.0,1,49.25,Yes,0.0,Infinix Note44,Facebook,Network drops sometimes in the evening.??,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29.0,Nyeri,10/22/2024,8/31/2025,39.0,701.35,40709.825,3.0,1,94.1,Yes,1.0,Infinix S90,Unknown,Customer care took long to respond.,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34.0,Uasin Gishu,17/03/2024,2-Apr-24,18.0,101407.13,1825548.8,1.0,0,26.1,0,0.0,Huawei Y38,Facebook,Network drops sometimes in the evening.,Yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
45.0,Mombasa,25/07/2019,26-Jul-20,74.0,967.42,71631.69,3.0,1,38.02,0,1.0,Realme Note51,Facebook,App keeps logging me out.,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
36.0,Kisumu,2021/13/40,3/1/2025,5.0,912.71,4690.11,3.0,0,0.0,Yes,1.0,Unknown,Unknown,Unknown,No,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28.0,Nyeri,10/17/2021,3/19/2022,47.0,2026.23,95528.96,1.0,0,0.0,Yes,0.0,Samsung C70,Radio,Unknown,Yes,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
21.0,Nyeri,12/5/2020,8/17/2021,64.0,844.64,53691.65,4.0,0,0.0,1,0.0,Vivo A41,Facebook,"Stable internet, happy so far. (pls)",No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
25.0,Uasin Gishu,6/30/2020,7/24/2021,63.0,507.16,31620.17,2.0,1,26.15,No,0.0,Huawei Note11,Radio,Switching from competitor soon.,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
50.0,Nakuru,3/18/2024,2021/13/40,17.0,32764.86,40709.825,5.0,0,0.0,0,0.0,Unknown,Friend,Sawa kabisa!,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145.0,Nakuru,15/12/2024,11/7/2025,8.0,68458.77,547637.96,1.0,0,0.0,No,1.0,Infinix P1,TV,Network drops sometimes in the evening.,Yes,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
46.0,Nairobi,8/4/2025,8/14/2026,4.0,1475.19,5623.95,1.0,0,26.1,Yes,1.0,Apple A12,Google,Fiber upgrade requested.,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
61.0,Nakuru,7/23/2022,12/17/2022,37.0,862.75,32137.36,1.0,1,59.99,1,,Realme C59,Unknown,Too expensive for the value.,No,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
41.0,Machakos,18-Dec-23,2/23/2024,39.0,689.87,40709.825,3.0,0,0.0,0,0.0,Huawei P74,Radio,Overcharged? Not sure.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,Kisumu,8/29/2024,28/10/2024,12.0,554.24,6589.41,2.0,1,25.52,No,0.0,Tecno S30,X,Network drops sometimes in the evening.,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,Meru,14/10/2023,1/22/2025,23.0,1048.72,40709.825,3.0,0,26.1,0,1.0,Xiaomi A85,Twitter/X,Support was helpful via M-Pesa reversal.,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
18.0,Nairobi,22-Feb-25,4/4/2025,6.0,711.56,4243.02,1.0,1,56.9,0,0.0,Samsung S14,X,Please call me back.,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.0,Machakos,1/1/2024,6/17/2024,20.0,859.18,17314.71,2.0,1,69.61,No,1.0,Infinix C70,Google,Please call me back.,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35.0,Unknown,10/13/2020,11/14/2020,59.0,2531.76,149599.83,2.0,0,0.0,No,,Huawei C80,Radio,App keeps logging me out.,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
30.0,Mombasa,4/28/2024,21-May-24,16.0,1478.02,23490.33,1.0,1,94.08,1,1.0,Xiaomi P59,Friend,Unknown,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-5.0,Unknown,18/01/2024,12/14/2025,19.0,768.45,14606.01,3.0,1,80.39,0,0.0,Samsung S29,Unknown,Please call me back....,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.0,Uasin Gishu,10/9/2021,22-Dec-21,47.0,508.56,23793.54,2.0,1,84.78,0,1.0,Huawei P74,Facebook,Too expensive for the value.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
40.0,Mombasa,9/2/2022,3/26/2023,43.0,2571.09,40709.825,1.0,0,26.1,No,1.0,Vivo A41,Facebook,App keeps logging me out.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
38.0,Meru,11/5/2024,18/11/2024,10.0,973.98,9562.01,4.0,1,66.62,1,0.0,Huawei P74,Unknown,Please call me back.,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,Nyeri,6/7/2024,9/17/2025,15.0,551.95,8169.87,2.0,0,26.1,Yes,0.0,Xiaomi S9,X,Unknown,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
38.0,Nairobi,9/6/2021,25/09/2022,48.0,1880.53,40709.825,1.0,0,0.0,1,,Tecno S30,Unknown,Unknown,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
23.0,Kiambu,1/29/2022,26/04/2022,43.0,1676.58,40709.825,2.0,1,61.25,1,,Unknown,Friend,Overcharged? Not sure.,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,Nyeri,12/7/2023,2021/13/40,21.0,885.08,18633.63,6.0,1,6.97,No,1.0,Tecno A72,Unknown,App keeps logging me out.,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42.0,Machakos,14/11/2019,6/3/2020,70.0,1048.72,84939.18,1.0,0,0.0,No,0.0,Infinix S90,Facebook,Please call me back.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
46.0,Machakos,16-Mar-22,6/20/2022,42.0,801.66,40709.825,1.0,0,26.1,0,0.0,Vivo Note35,Unknown,Network drops sometimes in the evening.,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
38.0,Unknown,8/18/2021,7/16/2023,49.0,921.47,45047.66,2.0,0,0.0,1,0.0,Tecno Y78,Twitter/X,Network drops sometimes in the evening.,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38.0,Nairobi,1/17/2022,10/2/2022,44.0,1725.31,75842.88,2.0,0,0.0,0,0.0,Apple P45,TV,...,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
36.0,Nyeri,8/2/2022,15/12/2022,37.0,1191.18,44304.1,1.0,0,0.0,0,1.0,Realme S32,Unknown,"Stable internet, happy so far.",No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42.0,Kisumu,1/21/2025,4/2/2027,7.0,555.22,3898.52,2.0,1,84.82,1,0.0,Unknown,Billboard,Unknown,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
44.0,Nakuru,11/27/2019,12/28/2019,70.0,1936.71,40709.825,0.0,1,60.89,1,1.0,Tecno A12,Twitter/X,Overcharged? Not sure.,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27.0,Kiambu,20/07/2020,28/08/2021,60.0,3174.01,190508.24,2.0,0,0.0,No,1.0,Vivo A28,Facebook,Fiber upgrade requested.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
39.0,Nairobi,9/9/2020,5/24/2022,60.0,727.86,43224.31,3.0,0,26.1,1,1.0,Xiaomi A85,TV,Support was helpful via M-Pesa reversal.,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37.0,Unknown,8/5/2021,1-Dec-21,49.0,1362.41,66846.91,4.0,0,0.0,0,1.0,Realme Y41,Unknown,Switching from competitor soon.,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
28.0,Unknown,18-Apr-23,22/10/2023,29.0,1452.19,41946.51,2.0,0,26.1,No,0.0,Huawei Y16,X,Network drops sometimes in the evening.,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
33.0,Mombasa,17/09/2020,14/10/2020,60.0,607.41,36607.84,1.0,0,0.0,0,0.0,Infinix Note76,Unknown,Great service!,No,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
31.0,Nakuru,5/26/2021,26-Nov-21,52.0,593.35,40709.825,3.0,1,9.38,No,0.0,Infinix Note76,Radio,Network drops sometimes in the evening.,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,Uasin Gishu,21/09/2019,1/6/2020,72.0,1401.01,100941.02,1.0,1,121.43,Yes,0.0,Vivo Y29,Twitter/X,Sawa kabisa!,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
39.0,Nakuru,8/27/2023,1/7/2025,24.0,1064.39,25744.1,2.0,1,44.25,Yes,0.0,Oppo Note35,Unknown,Overcharged? Not sure.,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
40.0,Mombasa,7/28/2023,7/25/2023,25.0,3883.46,96772.32,3.0,0,0.0,1,1.0,Xiaomi A49,Friend,App keeps logging me out.,No,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
29.0,Nakuru,17-Sep-22,7/4/2024,34.0,1394.84,47434.49,2.0,0,0.0,Yes,1.0,Infinix Note44,Google,Customer care took long to respond.,Yes,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
32.0,Nyeri,1/31/2025,10/5/2025,7.0,533.84,40709.825,2.0,1,0.0,0,0.0,Infinix Note29,Billboard,"Stable internet, happy so far.",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24.0,Mombasa,3/23/2024,5/12/2024,17.0,1237.29,40709.825,4.0,1,75.6,Yes,1.0,Vivo Y29,TV,Great service!,No,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
22.0,Machakos,8/31/2023,2/19/2024,24.0,724.46,40709.825,0.0,1,38.46,No,1.0,Nokia C47,Twitter/X,Unknown,Yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66.0,Nakuru,13-Sep-19,2-Sep-20,72.0,709.92,50948.1,5.0,1,64.3,Yes,1.0,Infinix Note76,Twitter/X,Customer care took long to respond.,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25.0,Kiambu,4/27/2021,4/10/2022,53.0,1048.72,40709.825,1.0,1,55.57,No,0.0,Unknown,Twitter/X,Customer care took long to respond.,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28.0,Uasin Gishu,9/17/2023,16/08/2024,23.0,897.21,40709.825,3.0,0,0.0,Yes,1.0,Apple P45,Google,Switching from competitor soon.,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
59.0,Nairobi,5/15/2023,7/20/2023,28.0,1093.59,30539.83,0.0,1,31.6,No,0.0,Huawei Note11,X,Fiber upgrade requested.,No,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36.0,Mombasa,20/07/2025,8/9/2025,1.0,974.99,40709.825,2.0,0,26.1,0,0.0,Tecno Y78,Google,Fiber upgrade requested.,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
43.0,Unknown,3/22/2019,12/13/2020,78.0,662.3,51860.07,2.0,1,34.23,No,0.0,Vivo Note35,Billboard,Switching from competitor soon.,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22.0,Nairobi,6/16/2025,11/3/2025,2.0,2672.68,40709.825,0.0,1,88.48,No,0.0,Vivo Y29,Billboard,Unknown,No,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
